Chr	Start	Stop	gene_id	.	Strand	Length
1	254128089	254162008	tID=RLG00018B73v400344;Name=RLG00018B73v400344_puck_LTRsimilarity91.58	.	+	33920
1	254179713	254180032	tID=DHH00261B73v400001;Name=DHH00261B73v400001_NA_LCV5p6_LCV3p7	.	+	320
1	254179857	254181896	tID=DTA_1_254179857_254181896;Name=DTA,TSDlen8,TIRlen11	.	+	2040
1	254181909	254190794	tID=RLC00014B73v400153;Name=RLC00014B73v400153_ji_LTRsimilarity99.94	.	+	8886
1	254187226	254199816	tID=DHH00012B73v400061;Name=DHH00012B73v400061_NA_LCV5p8_LCV3p8	.	+	12591
1	254293578	254299404	tID=RLC00052B73v400024;Name=RLC00052B73v400024_raider_LTRsimilarity98	.	+	5827
1	254299958	254301795	tID=RLX00168B73v400002;Name=RLX00168B73v400002_ewib_LTRsimilarity90.68	.	+	1838
1	254326152	254391220	tID=RLC00002B73v413613;Name=RLC00002B73v413613_ji_LTRsimilarity85.91	.	+	65069
1	254401086	254401263	tID=DTA_1_254401086_254401263;Name=DTA,TSDlen8,TIRlen11	.	+	178
1	254403770	254409284	tID=RLC00358B73v400001;Name=RLC00358B73v400001_NA_LTRsimilarity97.98	.	+	5515
1	254421393	254426338	tID=RLG00159B73v400007;Name=RLG00159B73v400007_bosohe_LTRsimilarity97.07	.	+	4946
1	254421636	254440515	tID=DHH00004B73v400402;Name=DHH00004B73v400402_NA_LCV5p5_LCV3p10	.	+	18880
1	254427485	254428658	tID=DTA_1_254427485_254428658;Name=DTA,TSDlen8,TIRlen11	.	+	1174
1	254515827	254533377	tID=DHH00003B73v403042;Name=DHH00003B73v403042_NA_LCV5p10_LCV3p6	.	+	17551
1	254531599	254533529	tID=RLG03255B73v400001;Name=RLG03255B73v400001_NA_LTRsimilarity91.44	.	+	1931
1	254537986	254546575	tID=DHH00003B73v400510;Name=DHH00003B73v400510_NA_LCV5p9_LCV3p6	.	+	8590
1	254656495	254668889	tID=RLG00003B73v401614;Name=RLG00003B73v401614_huck_LTRsimilarity92.94	.	+	12395
1	254679050	254680309	tID=DHH00002B73v401023;Name=DHH00002B73v401023_Hip1_LCV5p6_LCV3p23	.	+	1260
1	254702443	254710853	tID=RLC00004B73v401707;Name=RLC00004B73v401707_opie_LTRsimilarity92.82	.	+	8411
1	254981174	254990634	tID=RLC00002B73v401985;Name=RLC00002B73v401985_ji_LTRsimilarity99.16	.	+	9461
1	254993986	255004606	tID=DHH00098B73v400001;Name=DHH00098B73v400001_NA_LCV5p7_LCV3p6	.	+	10621
1	255080510	255094137	tID=DHH00002B73v401025;Name=DHH00002B73v401025_Hip1_LCV5p8_LCV3p5	.	+	13628
1	255160193	255174806	tID=DHH00003B73v403046;Name=DHH00003B73v403046_NA_LCV5p5_LCV3p5	.	+	14614
1	255161752	255169743	tID=RLC00189B73v400005;Name=RLC00189B73v400005_NA_LTRsimilarity92.82	.	+	7992
1	255175884	255203674	tID=RLC00002B73v413614;Name=RLC00002B73v413614_ji_LTRsimilarity93.2	.	+	27791
1	255226587	255227200	tID=DHH02373B73v400001;Name=DHH02373B73v400001_NA_LCV5p15_LCV3p6	.	+	614
1	255236785	255241865	tID=DHH00002B73v401026;Name=DHH00002B73v401026_Hip1_LCV5p8_LCV3p11	.	+	5081
1	255246720	255264829	tID=RLC00002B73v401988;Name=RLC00002B73v401988_ji_LTRsimilarity97.39	.	+	18110
1	255281002	255283526	tID=DHH00002B73v406684;Name=DHH00002B73v406684_Hip1_LCV5p13_LCV3p27	.	+	2525
1	255297899	255314141	tID=DHH00002B73v406685;Name=DHH00002B73v406685_Hip1_LCV5p24_LCV3p41	.	+	16243
1	255305745	255326748	tID=RLC00030B73v400271;Name=RLC00030B73v400271_name_LTRsimilarity88.56	.	+	21004
1	255313786	255314127	tID=DTH_1_255313786_255314127;Name=DTH,TSDlen3,TIRlen14	.	+	342
1	255327294	255376936	tID=RLG00003B73v411614;Name=RLG00003B73v411614_huck_LTRsimilarity95.08	.	+	49643
1	255337099	255371472	tID=RLC00019B73v400435;Name=RLC00019B73v400435_giepum_LTRsimilarity98.48	.	+	34374
1	255345273	255359280	tID=DHH00001B73v401180;Name=DHH00001B73v401180_NA_LCV5p19_LCV3p10	.	+	14008
1	255383502	255389788	tID=DHH00002B73v406686;Name=DHH00002B73v406686_Hip1_LCV5p18_LCV3p16	.	+	6287
1	255390908	255396811	tID=DHH00003B73v400511;Name=DHH00003B73v400511_NA_LCV5p14_LCV3p5	.	+	5904
1	255391555	255392909	tID=DTM_1_255391555_255392909;Name=DTM,TSDlen9,TIRlen40	.	+	1355
1	255515962	255516403	tID=DTA_1_255515962_255516403;Name=DTA,TSDlen8,TIRlen11	.	+	442
1	255516917	255547881	tID=RLG00003B73v408785;Name=RLG00003B73v408785_huck_LTRsimilarity86.56	.	+	30965
1	255554076	255565672	tID=DHH02371B73v400001;Name=DHH02371B73v400001_NA_LCV5p10_LCV3p8	.	+	11597
1	255555842	255564009	tID=RLC00004B73v401710;Name=RLC00004B73v401710_opie_LTRsimilarity89.62	.	+	8168
1	255743323	255748475	tID=DHH00011B73v400316;Name=DHH00011B73v400316_NA_LCV5p17_LCV3p5	.	+	5153
1	255750467	255750630	tID=DTA_1_255750467_255750630;Name=DTA,TSDlen8,TIRlen11	.	+	164
1	255751362	255751669	tID=DTH_1_255751362_255751669;Name=DTH,TSDlen3,TIRlen14	.	+	308
1	255862637	255863174	tID=DTA_1_255862637_255863174;Name=DTA,TSDlen8,TIRlen11	.	+	538
1	255966447	256011685	tID=RLX17415B73v400001;Name=RLX17415B73v400001_NA_LTRsimilarity86.08	.	+	45239
1	255971058	255987233	tID=DHH00011B73v400317;Name=DHH00011B73v400317_NA_LCV5p11_LCV3p5	.	+	16176
1	256107587	256111981	tID=DHH00002B73v401027;Name=DHH00002B73v401027_Hip1_LCV5p15_LCV3p6	.	+	4395
1	256108505	256154628	tID=RLX24291B73v400001;Name=RLX24291B73v400001_NA_LTRsimilarity99.06	.	+	46124
1	256111092	256111584	tID=DTA_1_256111092_256111584;Name=DTA,TSDlen8,TIRlen11	.	+	493
1	256143619	256144111	tID=DTA_1_256143619_256144111;Name=DTA,TSDlen8,TIRlen11	.	+	493
1	256174813	256175158	tID=DTT_1_256174813_256175158;Name=DTT,TSDlen2,TIRlen12	.	+	346
1	256176726	256185304	tID=RLC00004B73v401713;Name=RLC00004B73v401713_opie_LTRsimilarity96.85	.	+	8579
1	256309690	256310199	tID=DTA_1_256309690_256310199;Name=DTA,TSDlen8,TIRlen11	.	+	510
1	256315794	256334241	tID=DHH00021B73v400023;Name=DHH00021B73v400023_NA_LCV5p7_LCV3p6	.	+	18448
1	256317918	256320925	tID=RLC00699B73v400002;Name=RLC00699B73v400002_NA_LTRsimilarity99.05	.	+	3008
1	256326747	256336134	tID=RLG00001B73v402577;Name=RLG00001B73v402577_cinful-zeon_LTRsimilarity89.89	.	+	9388
1	256368080	256383753	tID=RLC00002B73v410812;Name=RLC00002B73v410812_ji_LTRsimilarity92.18	.	+	15674
1	256389276	256399291	tID=RLG00037B73v400031;Name=RLG00037B73v400031_NA_LTRsimilarity94.04	.	+	10016
1	256414482	256419055	tID=DHH00002B73v401028;Name=DHH00002B73v401028_Hip1_LCV5p22_LCV3p43	.	+	4574
1	256424980	256470070	tID=RLX18344B73v400001;Name=RLX18344B73v400001_NA_LTRsimilarity85.58	.	+	45091
1	256487670	256506723	tID=DHH00012B73v400276;Name=DHH00012B73v400276_NA_LCV5p9_LCV3p8	.	+	19054
1	256559774	256564374	tID=RLC04057B73v400001;Name=RLC04057B73v400001_sehoad_LTRsimilarity98.28	.	+	4601
1	256566845	256573737	tID=RLC00184B73v400005;Name=RLC00184B73v400005_stonor_LTRsimilarity98.46	.	+	6893
1	256736670	256736786	tID=DTH_1_256736670_256736786;Name=DTH,TSDlen3,TIRlen14	.	+	117
1	256824864	256837481	tID=DHH00031B73v400041;Name=DHH00031B73v400041_NA_LCV5p15_LCV3p5	.	+	12618
1	257135504	257148970	tID=DHH00003B73v400513;Name=DHH00003B73v400513_NA_LCV5p7_LCV3p7	.	+	13467
1	257319026	257362551	tID=RLX20578B73v400001;Name=RLX20578B73v400001_NA_LTRsimilarity87.03	.	+	43526
1	257320301	257334610	tID=RLC00030B73v400041;Name=RLC00030B73v400041_name_LTRsimilarity95.91	.	+	14310
1	257380947	257399396	tID=DHH00004B73v402370;Name=DHH00004B73v402370_NA_LCV5p25_LCV3p10	.	+	18450
1	257412373	257412499	tID=DTH_1_257412373_257412499;Name=DTH,TSDlen3,TIRlen14	.	+	127
1	257629266	257642377	tID=RLG00106B73v400005;Name=RLG00106B73v400005_NA_LTRsimilarity87.42	.	+	13112
1	257740152	257753939	tID=RLG00003B73v401631;Name=RLG00003B73v401631_huck_LTRsimilarity98.75	.	+	13788
1	257772824	257773001	tID=DTH_1_257772824_257773001;Name=DTH,TSDlen3,TIRlen14	.	+	178
1	257840978	257845608	tID=DHH00002B73v401029;Name=DHH00002B73v401029_Hip1_LCV5p13_LCV3p50	.	+	4631
1	257900570	257906878	tID=RLG14137B73v400001;Name=RLG14137B73v400001_NA_LTRsimilarity85.23	.	+	6309
1	257907278	257919334	tID=DHH00010B73v400064;Name=DHH00010B73v400064_NA_LCV5p10_LCV3p5	.	+	12057
1	257978770	257979073	tID=DTC_1_257978770_257979073;Name=DTC,TSDlen3,TIRlen13	.	+	304
1	258050522	258060290	tID=DHH00002B73v406693;Name=DHH00002B73v406693_Hip1_LCV5p22_LCV3p50	.	+	9769
1	258156065	258168729	tID=DHH00003B73v403053;Name=DHH00003B73v403053_NA_LCV5p8_LCV3p5	.	+	12665
1	258316229	258327818	tID=RLX14136B73v400001;Name=RLX14136B73v400001_NA_LTRsimilarity99.19	.	+	11590
1	258368567	258368888	tID=DTH_1_258368567_258368888;Name=DTH,TSDlen3,TIRlen14	.	+	322
1	258370816	258387111	tID=DHH00001B73v401186;Name=DHH00001B73v401186_NA_LCV5p10_LCV3p10	.	+	16296
1	258375696	258439216	tID=RLG00003B73v412395;Name=RLG00003B73v412395_huck_LTRsimilarity90.12	.	+	63521
1	258519858	258538161	tID=DHH00001B73v401188;Name=DHH00001B73v401188_NA_LCV5p8_LCV3p7	.	+	18304
1	258521484	258521775	tID=RST00446B73v400001;Name=RST00446B73v400001_NA_TSDlen12_TSDmismat1	.	+	292
1	258521484	258521775	tID=RST00446B73v400002;Name=RST00446B73v400002_NA_TSDlen12_TSDmismat1	.	+	292
1	258643746	258701777	tID=RLC00265B73v400012;Name=RLC00265B73v400012_NA_LTRsimilarity86.73	.	+	58032
1	258656968	258658595	tID=DHH00002B73v401031;Name=DHH00002B73v401031_Hip1_LCV5p6_LCV3p6	.	+	1628
1	258685082	258694363	tID=RLG00011B73v400167;Name=RLG00011B73v400167_milt_LTRsimilarity99.72	.	+	9282
1	258700090	258706569	tID=DHH00012B73v400277;Name=DHH00012B73v400277_NA_LCV5p8_LCV3p8	.	+	6480
1	258752914	258769142	tID=DHH00474B73v400001;Name=DHH00474B73v400001_NA_LCV5p5_LCV3p6	.	+	16229
1	258753762	258758365	tID=RLC14132B73v400001;Name=RLC14132B73v400001_NA_LTRsimilarity87.78	.	+	4604
1	258856234	258871444	tID=RLC00950B73v400002;Name=RLC00950B73v400002_NA_LTRsimilarity100	.	+	15211
1	258857156	258872349	tID=DHH00040B73v400018;Name=DHH00040B73v400018_NA_LCV5p5_LCV3p5	.	+	15194
1	258880806	258880993	tID=DTA_1_258880806_258880993;Name=DTA,TSDlen8,TIRlen11	.	+	188
1	258881005	258881192	tID=DTA_1_258881005_258881192;Name=DTA,TSDlen8,TIRlen11	.	+	188
1	258892396	258899304	tID=RLG00018B73v400054;Name=RLG00018B73v400054_puck_LTRsimilarity90.88	.	+	6909
1	258943135	258943447	tID=DTH_1_258943135_258943447;Name=DTH,TSDlen3,TIRlen14	.	+	313
1	258965386	258978345	tID=DHH00002B73v406694;Name=DHH00002B73v406694_Hip1_LCV5p7_LCV3p52	.	+	12960
1	258972607	258992736	tID=RLC00002B73v410822;Name=RLC00002B73v410822_ji_LTRsimilarity88.73	.	+	20130
1	259042794	259043465	tID=DHH00146B73v400004;Name=DHH00146B73v400004_NA_LCV5p5_LCV3p6	.	+	672
1	259070149	259111296	tID=RLX01045B73v400004;Name=RLX01045B73v400004_NA_LTRsimilarity91.9	.	+	41148
1	259075926	259109458	tID=RLC00002B73v410824;Name=RLC00002B73v410824_ji_LTRsimilarity90.4	.	+	33533
1	259097351	259116096	tID=DHH00001B73v407051;Name=DHH00001B73v407051_NA_LCV5p22_LCV3p9	.	+	18746
1	259132299	259164188	tID=RLG00003B73v411618;Name=RLG00003B73v411618_huck_LTRsimilarity92.21	.	+	31890
1	259154421	259171314	tID=DHH00004B73v402376;Name=DHH00004B73v402376_NA_LCV5p13_LCV3p10	.	+	16894
1	259205940	259213101	tID=DHH00002B73v401032;Name=DHH00002B73v401032_Hip1_LCV5p13_LCV3p50	.	+	7162
1	259217155	259278173	tID=RLG00003B73v412396;Name=RLG00003B73v412396_huck_LTRsimilarity91.73	.	+	61019
1	259324379	259324917	tID=DTA_1_259324379_259324917;Name=DTA,TSDlen8,TIRlen11	.	+	539
1	259335921	259336242	tID=DTH_1_259335921_259336242;Name=DTH,TSDlen3,TIRlen14	.	+	322
1	259426947	259445327	tID=DHH00003B73v400515;Name=DHH00003B73v400515_NA_LCV5p12_LCV3p7	.	+	18381
1	259494628	259494786	tID=DTT_1_259494628_259494786;Name=DTT,TSDlen2,TIRlen12	.	+	159
1	259497062	259497141	tID=DTT_1_259497062_259497141;Name=DTT,TSDlen2,TIRlen12	.	+	80
1	259498681	259498808	tID=DTH_1_259498681_259498808;Name=DTH,TSDlen3,TIRlen14	.	+	128
1	259584823	259601458	tID=RLC00046B73v400022;Name=RLC00046B73v400022_machiavelli_LTRsimilarity92.61	.	+	16636
1	259605476	259605552	tID=DTH_1_259605476_259605552;Name=DTH,TSDlen3,TIRlen14	.	+	77
1	259606429	259620478	tID=RLG00003B73v401637;Name=RLG00003B73v401637_huck_LTRsimilarity93.46	.	+	14050
1	259624826	259630269	tID=RLX00095B73v400038;Name=RLX00095B73v400038_NA_LTRsimilarity95.89	.	+	5444
1	259631281	259640500	tID=RLC00002B73v402024;Name=RLC00002B73v402024_ji_LTRsimilarity97.32	.	+	9220
1	259642255	259649045	tID=RLX14129B73v400001;Name=RLX14129B73v400001_NA_LTRsimilarity88.7	.	+	6791
1	259657251	259739419	tID=RLG00007B73v403261;Name=RLG00007B73v403261_grande_LTRsimilarity95.06	.	+	82169
1	259748043	259757884	tID=RLG00028B73v400054;Name=RLG00028B73v400054_tekay_LTRsimilarity97.82	.	+	9842
1	259763232	259763605	tID=DTA_1_259763232_259763605;Name=DTA,TSDlen8,TIRlen11	.	+	374
1	259877110	259905884	tID=RLX24288B73v400001;Name=RLX24288B73v400001_NA_LTRsimilarity94.73	.	+	28775
1	259888001	259898357	tID=RLG00003B73v401638;Name=RLG00003B73v401638_huck_LTRsimilarity96.37	.	+	10357
1	259924577	259949449	tID=RLX24287B73v400001;Name=RLX24287B73v400001_NA_LTRsimilarity92.32	.	+	24873
1	260101147	260117071	tID=DHH00002B73v406699;Name=DHH00002B73v406699_Hip1_LCV5p12_LCV3p50	.	+	15925
1	260219038	260292406	tID=RLG00003B73v411621;Name=RLG00003B73v411621_huck_LTRsimilarity85.37	.	+	73369
1	260219621	260232104	tID=RLG00081B73v400008;Name=RLG00081B73v400008_NA_LTRsimilarity88.64	.	+	12484
1	260225707	260233982	tID=DHH00017B73v400143;Name=DHH00017B73v400143_NA_LCV5p9_LCV3p7	.	+	8276
1	260233739	260279177	tID=RLG00001B73v413175;Name=RLG00001B73v413175_cinful-zeon_LTRsimilarity98.37	.	+	45439
1	260237689	260238609	tID=DHH00001B73v407052;Name=DHH00001B73v407052_NA_LCV5p6_LCV3p10	.	+	921
1	260241343	260250006	tID=RLG00005B73v400679;Name=RLG00005B73v400679_xilon-diguus_LTRsimilarity97.62	.	+	8664
1	260257132	260264496	tID=RLG00001B73v402593;Name=RLG00001B73v402593_cinful-zeon_LTRsimilarity98.1	.	+	7365
1	260270207	260278118	tID=RLC00004B73v401740;Name=RLC00004B73v401740_opie_LTRsimilarity93.32	.	+	7912
1	260286793	260292623	tID=DHH00005B73v402277;Name=DHH00005B73v402277_NA_LCV5p9_LCV3p5	.	+	5831
1	260293599	260295136	tID=DHH00002B73v401036;Name=DHH00002B73v401036_Hip1_LCV5p25_LCV3p25	.	+	1538
1	260332898	260333256	tID=DTH_1_260332898_260333256;Name=DTH,TSDlen3,TIRlen14	.	+	359
1	260340776	260349177	tID=DHH00002B73v401037;Name=DHH00002B73v401037_Hip1_LCV5p25_LCV3p50	.	+	8402
1	260350888	260368071	tID=RLC00002B73v410830;Name=RLC00002B73v410830_ji_LTRsimilarity85.55	.	+	17184
1	260362359	260369284	tID=DHH00007B73v400859;Name=DHH00007B73v400859_NA_LCV5p9_LCV3p5	.	+	6926
1	260374196	260392173	tID=RLC00002B73v402027;Name=RLC00002B73v402027_ji_LTRsimilarity97.58	.	+	17978
1	260537313	260554590	tID=RLC00002B73v410832;Name=RLC00002B73v410832_ji_LTRsimilarity88.99	.	+	17278
1	260636032	260646911	tID=DTA_1_260636032_260646911;Name=DTA,TSDlen8,TIRlen11	.	+	10880
1	260862856	260868089	tID=RLG00565B73v400003;Name=RLG00565B73v400003_NA_LTRsimilarity95.97	.	+	5234
1	260871708	260880441	tID=RLC00002B73v402030;Name=RLC00002B73v402030_ji_LTRsimilarity94.85	.	+	8734
1	260936535	260970527	tID=RLC00127B73v400019;Name=RLC00127B73v400019_NA_LTRsimilarity88.03	.	+	33993
1	260968944	260985359	tID=DHH00011B73v400318;Name=DHH00011B73v400318_NA_LCV5p7_LCV3p5	.	+	16416
1	260989189	260989316	tID=DTH_1_260989189_260989316;Name=DTH,TSDlen3,TIRlen14	.	+	128
1	260992338	260994350	tID=RLC00064B73v400014;Name=RLC00064B73v400014_tuteh_LTRsimilarity93.71	.	+	2013
1	261007195	261009070	tID=RLX00094B73v400014;Name=RLX00094B73v400014_NA_LTRsimilarity98.69	.	+	1876
1	261019145	261023774	tID=DHH00002B73v401040;Name=DHH00002B73v401040_Hip1_LCV5p8_LCV3p18	.	+	4630
1	261036846	261042681	tID=DHH00002B73v406701;Name=DHH00002B73v406701_Hip1_LCV5p22_LCV3p50	.	+	5836
1	261057997	261075773	tID=RLC00004B73v409230;Name=RLC00004B73v409230_opie_LTRsimilarity96.62	.	+	17777
1	261058418	261077100	tID=DHH00003B73v403059;Name=DHH00003B73v403059_NA_LCV5p26_LCV3p5	.	+	18683
1	261079535	261080511	tID=DHH00002B73v406702;Name=DHH00002B73v406702_Hip1_LCV5p10_LCV3p11	.	+	977
1	261080656	261084189	tID=DHH00115B73v400006;Name=DHH00115B73v400006_NA_LCV5p5_LCV3p5	.	+	3534
1	261140696	261189380	tID=RLC00002B73v413622;Name=RLC00002B73v413622_ji_LTRsimilarity92.49	.	+	48685
1	261156009	261187227	tID=RLG00006B73v403075;Name=RLG00006B73v403075_flip_LTRsimilarity97.64	.	+	31219
1	261239522	261265201	tID=RLG00003B73v408797;Name=RLG00003B73v408797_huck_LTRsimilarity90.11	.	+	25680
1	261274927	261286610	tID=RLG00003B73v401641;Name=RLG00003B73v401641_huck_LTRsimilarity89.13	.	+	11684
1	261381376	261401546	tID=RLG00003B73v411622;Name=RLG00003B73v411622_huck_LTRsimilarity90.44	.	+	20171
1	261543172	261554618	tID=RLG00003B73v411623;Name=RLG00003B73v411623_huck_LTRsimilarity91.16	.	+	11447
1	261621820	261697528	tID=RLC00015B73v400779;Name=RLC00015B73v400779_NA_LTRsimilarity94.12	.	+	75709
1	261621997	261637472	tID=DHH00003B73v403061;Name=DHH00003B73v403061_NA_LCV5p12_LCV3p6	.	+	15476
1	261637380	261646366	tID=RLX14121B73v400001;Name=RLX14121B73v400001_NA_LTRsimilarity96.55	.	+	8987
1	261697400	261710336	tID=DHH00003B73v403062;Name=DHH00003B73v403062_NA_LCV5p8_LCV3p6	.	+	12937
1	261710402	261712262	tID=DHH00178B73v400001;Name=DHH00178B73v400001_NA_LCV5p6_LCV3p5	.	+	1861
1	261715808	261716080	tID=RST00105B73v400001;Name=RST00105B73v400001_NA_TSDlen14_TSDmismat4	.	+	273
1	261716802	261728649	tID=RLG00003B73v401645;Name=RLG00003B73v401645_huck_LTRsimilarity94.25	.	+	11848
1	261731659	261760808	tID=RLG00011B73v400934;Name=RLG00011B73v400934_milt_LTRsimilarity91.11	.	+	29150
1	261732445	261732973	tID=DTC_1_261732445_261732973;Name=DTC,TSDlen3,TIRlen13	.	+	529
1	261798374	261810528	tID=RLC00358B73v400002;Name=RLC00358B73v400002_NA_LTRsimilarity98.49	.	+	12155
1	261814418	261815382	tID=DTA_1_261814418_261815382;Name=DTA,TSDlen8,TIRlen11	.	+	965
1	261824675	261833820	tID=DHH00002B73v401042;Name=DHH00002B73v401042_Hip1_LCV5p24_LCV3p40	.	+	9146
1	261835411	261836027	tID=DHH02369B73v400001;Name=DHH02369B73v400001_NA_LCV5p8_LCV3p6	.	+	617
1	261919755	261933927	tID=DHH02641B73v400001;Name=DHH02641B73v400001_NA_LCV5p13_LCV3p5	.	+	14173
1	261933142	261934619	tID=RLX14119B73v400001;Name=RLX14119B73v400001_NA_LTRsimilarity85.88	.	+	1478
1	262032736	262055199	tID=RLG00008B73v402403;Name=RLG00008B73v402403_doke_LTRsimilarity96.26	.	+	22464
1	262074907	262088846	tID=DHH00004B73v402381;Name=DHH00004B73v402381_NA_LCV5p16_LCV3p10	.	+	13940
1	262149671	262149825	tID=DTM_1_262149671_262149825;Name=DTM,TSDlen9,TIRlen40	.	+	155
1	262153008	262163539	tID=DHH00003B73v400516;Name=DHH00003B73v400516_NA_LCV5p7_LCV3p5	.	+	10532
1	262228739	262234050	tID=RLG00312B73v400003;Name=RLG00312B73v400003_apil_LTRsimilarity99.11	.	+	5312
1	262277006	262278537	tID=DTC_1_262277006_262278537;Name=DTC,TSDlen3,TIRlen13	.	+	1532
1	262281982	262292513	tID=RLG00003B73v401648;Name=RLG00003B73v401648_huck_LTRsimilarity87.39	.	+	10532
1	262283844	262290802	tID=RLG00292B73v4S0103;Name=RLG00292B73v4S0103_NA_SoloLTR	.	+	6959
1	262301278	262332383	tID=RLX24283B73v400001;Name=RLX24283B73v400001_NA_LTRsimilarity88.05	.	+	31106
1	262392889	262397140	tID=DTH_1_262392889_262397140;Name=DTH,TSDlen3,TIRlen14	.	+	4252
1	262403077	262414391	tID=DHH00002B73v401044;Name=DHH00002B73v401044_Hip1_LCV5p10_LCV3p16	.	+	11315
1	262411397	262411551	tID=DTM_1_262411397_262411551;Name=DTM,TSDlen9,TIRlen40	.	+	155
1	262487560	262540216	tID=RLC00002B73v414639;Name=RLC00002B73v414639_ji_LTRsimilarity88.67	.	+	52657
1	262577062	262586473	tID=RLC00002B73v402039;Name=RLC00002B73v402039_ji_LTRsimilarity99.01	.	+	9412
1	262638558	262652349	tID=RLG00003B73v401651;Name=RLG00003B73v401651_huck_LTRsimilarity89.07	.	+	13792
1	262666169	262684327	tID=DHH00002B73v401045;Name=DHH00002B73v401045_Hip1_LCV5p10_LCV3p13	.	+	18159
1	262673631	262682209	tID=RLC00004B73v401751;Name=RLC00004B73v401751_opie_LTRsimilarity98.52	.	+	8579
1	262689517	262690083	tID=DTA_1_262689517_262690083;Name=DTA,TSDlen8,TIRlen11	.	+	567
1	262710649	262749917	tID=RLX24281B73v400001;Name=RLX24281B73v400001_NA_LTRsimilarity88.68	.	+	39269
1	262716667	262729368	tID=RLG00003B73v401652;Name=RLG00003B73v401652_huck_LTRsimilarity91.49	.	+	12702
1	262767364	262770724	tID=DHH00012B73v400063;Name=DHH00012B73v400063_NA_LCV5p15_LCV3p10	.	+	3361
1	262785672	262878856	tID=RLX18955B73v400001;Name=RLX18955B73v400001_NA_LTRsimilarity95.46	.	+	93185
1	262787540	262811108	tID=RLC14117B73v400001;Name=RLC14117B73v400001_NA_LTRsimilarity98.66	.	+	23569
1	262790558	262793915	tID=DHH00012B73v400064;Name=DHH00012B73v400064_NA_LCV5p15_LCV3p8	.	+	3358
1	262809284	262812615	tID=DHH00012B73v400065;Name=DHH00012B73v400065_NA_LCV5p15_LCV3p10	.	+	3332
1	262817205	262823006	tID=RLX24280B73v400001;Name=RLX24280B73v400001_NA_LTRsimilarity96.6	.	+	5802
1	262818667	262831199	tID=DHH00002B73v401046;Name=DHH00002B73v401046_Hip1_LCV5p15_LCV3p12	.	+	12533
1	262820955	262821767	tID=DTA_1_262820955_262821767;Name=DTA,TSDlen8,TIRlen11	.	+	813
1	262847329	262878846	tID=RLX24279B73v400001;Name=RLX24279B73v400001_NA_LTRsimilarity97.1	.	+	31518
1	262850961	262873976	tID=RLC14116B73v400001;Name=RLC14116B73v400001_NA_LTRsimilarity98.16	.	+	23016
1	262851018	262854380	tID=DHH00012B73v400067;Name=DHH00012B73v400067_NA_LCV5p15_LCV3p10	.	+	3363
1	262869755	262873118	tID=DHH00012B73v400068;Name=DHH00012B73v400068_NA_LCV5p15_LCV3p10	.	+	3364
1	262880770	262897849	tID=RLX17852B73v400001;Name=RLX17852B73v400001_NA_LTRsimilarity87.04	.	+	17080
1	262979583	262990183	tID=RLG02055B73v400002;Name=RLG02055B73v400002_NA_LTRsimilarity99.94	.	+	10601
1	262989586	263003374	tID=DHH00001B73v407058;Name=DHH00001B73v407058_NA_LCV5p9_LCV3p5	.	+	13789
1	263070846	263081680	tID=DHH00003B73v400517;Name=DHH00003B73v400517_NA_LCV5p16_LCV3p6	.	+	10835
1	263142087	263157456	tID=DHH00002B73v406707;Name=DHH00002B73v406707_Hip1_LCV5p12_LCV3p5	.	+	15370
1	263160677	263161084	tID=DTH_1_263160677_263161084;Name=DTH,TSDlen3,TIRlen14	.	+	408
1	263160867	263244089	tID=RLX18097B73v400001;Name=RLX18097B73v400001_NA_LTRsimilarity85.14	.	+	83223
1	263180262	263189558	tID=RLC00002B73v402040;Name=RLC00002B73v402040_ji_LTRsimilarity99.12	.	+	9297
1	263184374	263201419	tID=DHH00010B73v400065;Name=DHH00010B73v400065_NA_LCV5p5_LCV3p5	.	+	17046
1	263293219	263294338	tID=DHH00002B73v401049;Name=DHH00002B73v401049_Hip1_LCV5p12_LCV3p50	.	+	1120
1	263312535	263329202	tID=DHH00002B73v401050;Name=DHH00002B73v401050_Hip1_LCV5p7_LCV3p45	.	+	16668
1	263439516	263444275	tID=DHH00002B73v401052;Name=DHH00002B73v401052_Hip1_LCV5p18_LCV3p11	.	+	4760
1	263503818	263513778	tID=DHH00005B73v402281;Name=DHH00005B73v402281_NA_LCV5p6_LCV3p5	.	+	9961
1	263525504	263572205	tID=RLG00003B73v412398;Name=RLG00003B73v412398_huck_LTRsimilarity89.26	.	+	46702
1	263575989	263584848	tID=RLC00002B73v402043;Name=RLC00002B73v402043_ji_LTRsimilarity88.46	.	+	8860
1	263628721	263674780	tID=RLG00003B73v411625;Name=RLG00003B73v411625_huck_LTRsimilarity95.55	.	+	46060
1	263846716	263846947	tID=DTH_1_263846716_263846947;Name=DTH,TSDlen3,TIRlen14	.	+	232
1	263855518	263855837	tID=DTH_1_263855518_263855837;Name=DTH,TSDlen3,TIRlen14	.	+	320
1	263855984	263856096	tID=DTC_1_263855984_263856096;Name=DTC,TSDlen3,TIRlen13	.	+	113
1	263859482	263879408	tID=RLC00002B73v410839;Name=RLC00002B73v410839_ji_LTRsimilarity91.22	.	+	19927
1	263894697	263904963	tID=RLG24278B73v400001;Name=RLG24278B73v400001_NA_LTRsimilarity90.87	.	+	10267
